epoch,train_loss,train_acc,val_loss,val_acc
1,0.7745434354994032,0.7378888888888889,0.6463173172950745,0.7792
2,0.5154581098980374,0.8256,0.511051869122684,0.8238
3,0.4208876665327284,0.8582222222222222,0.41457831321954725,0.8536
4,0.24583970977995132,0.9161333333333334,0.2543967995472252,0.9138
5,0.19480413853327433,0.9336444444444445,0.2326064818352461,0.9214
